average_rate_per_night,bedrooms_count,city,date_of_listing,description,latitude,longitude,title,url
$45 ,2,San Antonio,15-Mar,"You’ll love my place because:\n- It has easy access to the airport, downtown, the Riverwalk, the AT&amp;T Center (Spurs), Morgan’s Wonderland, JW Marriott Hill Country Resort, SAMMC, The Quarry, Top Golf, city parks, and much more.\n- Public transportation is less than a mile away.\n- Grocery store, restaurants, and shopping are only a mile away.\n- It backs up to the greenbelt.\n\nMy place is good for couples, solo adventurers, business travelers, and small families.",29.57813711,-98.43065619,"Spacious, clean, and happy home!",https://www.airbnb.com/rooms/17761697?location=Bulverde%2C%20TX
$325 ,3,Buchanan Dam,16-Sep,"My place is close to parks. You’ll love my place because of the views, the location, the people, and the ambiance. My place is good for couples, solo adventurers, business travelers, families (with kids), and furry friends (pets).",30.80317036,-98.46823953,The Lakeview House,https://www.airbnb.com/rooms/15562428?location=Buchanan%20Dam%2C%20TX
$80 ,0,Houston,14-Oct,CLEANING FEE INCLUDED. 0 with full kitchen and private entrance with courtyard in a cozy Montrose neighborhood within walking distance to many restaurants and bars. Premium cable with WIFI included and pets OK.,29.74603384,-95.38480976,Montrose Secluded 0 #4,https://www.airbnb.com/rooms/8974159?location=Bellaire%2C%20TX
$38 ,1,River Oaks,16-May,"A short walk from your own driveway on a charming garden path, leads to your clean, quiet and private accommodations. You will enjoy a full bed, kitchenette, large private bathroom and a deck overlooking a large, fenced backyard. With your own entrance, it is easy to come and go as you like.",32.78062233,-97.38818431,Western Garden Oasis,https://www.airbnb.com/rooms/13525373?location=Benbrook%2C%20TX
$410 ,3,Austin,17-Apr,"This custom built villa with over-sized balcony located in Oak Shores on Lake Austin community and is 30 mins away from downtown Austin. This unique home on 1.07 wooded acres offers privacy, has a gated driveway, and is located close to Ski Shores Marina. With a fairy-tale ambience, you'll find dark wood finishes &amp; stained concrete flooring, a cat-walk, floor-to-ceiling fireplace with vaulted ceilings and exposed beams.",30.33816909,-97.82413058,Ski Shores Villa,https://www.airbnb.com/rooms/18293433?location=Bee%20Cave%2C%20TX
$101 ,1,League City,16-Jul,"Located in a quiet hidden subdivision, you are in a prime location to any and everything. 30mins from downtown Houston, 15 mins from Kemah, 10mins from NASA and close to both Baybrook Mall and Tanger Outlets. Man made lake in front of the home where you will frequently see ducks. Home is 1 story with a very open layout! Rooms are spacious!",29.48554549,-95.0843968,Spacious home in quiet neighborhood,https://www.airbnb.com/rooms/16559445?location=Bacliff%2C%20TX
$45 ,1,Saginaw,15-Sep,"Private bedroom with queen size bed and private bathroom. Cable TV in room.\n\nLiving room with cable TV, dining room, kitchen, outdoor patio with grill and sitting area, free wifi, laundry room with washer and dryer\n\nBrad and I work Monday through Friday 8am-5pm and my daughter is in school. We typically leave the house around 7:30am and return around 6pm. Guests will be able to reach me by cell phone if they need anything. I will make every effort to meet guests upon arrival. \nWe do have the worlds best dog, Scout. She is beyond friendly and never meets a stranger. She will most likely lay on her back for you to rub her belly as soon as you walk in the door. We keep her clean and shaved regularly. I can't stand a house that smalls like a dog so rest assured mine does not. :-)\n\nLocated next to:\nWillow Creek Park- jogging trail, volleyball, basketball, disc golf, dog park, playground \nClose to: Historic Fort Worth Stockyards, \nFort Worth Botanic Gardens, 7th street Cultural District, Downtown Fort Worth\n\nUber is the best transportation available. If I am available I would be happy to show you around.",32.85276234,-97.37723606,1 Bedroom in quiet neighborhood,https://www.airbnb.com/rooms/8305468?location=Azle%2C%20TX
$42 ,1,Belton,14-Jul,"LQQK @my reviews! (Other room)\nThis listing has NO extra hidden/ cleaning fees Like others add!\nCarpeted Master, w \",31.04230373,-97.46023665,PrivateMasterBed/Bath NoExtra fees,https://www.airbnb.com/rooms/3669104?location=Bell%20County%2C%20TX
$95 ,1,Houston,12-Jun,The Adorable Apartment in Montrose is in a beautiful historic neighborhood with great restaurants and local bars that are within walking distance of the apartment. This is your very own garage apartment with off-street parking! Welcome Home....,29.74181448,-95.38729022,Adorable Apartment in Montrose,https://www.airbnb.com/rooms/544344?location=Baytown%2C%20TX
$351 ,4,Arlington,16-Jan,"Updated, new decor, attention to detail. 4 bedrooms (3 have 2 Queens, Master has 2 Kings). 2 full baths. HDTV's throughout w/full cable package. Huge outdoor space w/fire pit, grill and hot tub, TV. Great for couples or group of adults!",32.76776958,-97.12382879,2 Kings/6 Queens. Hot Tub. Updated Stadium Home!,https://www.airbnb.com/rooms/12783685?location=Bedford%2C%20TX
$350 ,5,Arlington,16-Sep,"Our 3,150 SF home is close to Six Flags (15 Miles), AT&amp;T Stadium ), Great Wolf Lodge (30 Miles), restaurants and dining, family-friendly activities, nightlife. You’ll love our place because of the location, open space, lots of rooms, 65\",32.64135699,-97.16317067,South Arlington 5 BR home on 2 1/2 acres,https://www.airbnb.com/rooms/15007149?location=Arlington%2C%20TX
$28 ,1,Katy,16-Jul,"My place is close to restaurants and dining, family-friendly activities. You’ll love my place because of the location, the views ( quiet and safe neighborhood with walking paths, lots of green zones, 2 lakes at walking distance) located closed to the energy corridor, Typhoon Texas, Katy Mills Mall and stores ; only 20 minutes from west Houston . My place is good for couples, solo adventurers, business travelers, and families (with kids).",29.70415124,-95.82280558,Family home in quiet neighboorhood,https://www.airbnb.com/rooms/14089533?location=Beasley%2C%20TX
$160 ,1,Austin,14-Nov,"PLEASE READ EVERYTHING BEFORE BOOKING\n\nOur condo is located in a perfect spot to explore and enjoy Austin. We sit in the middle of Austin's eclectic East Austin bars, restaurants and shops and downtown Austin. Our favorite features are the floor to ceiling windows to enjoy the panoramic city views and the walkability of the location. You'll be short walk to Austin's 6th Street bars, Austin Convention Center, Rainey Street, and Lady Bird Lake.",30.26611565,-97.7327258,Conveniently Located E 6th St. Condo with a View!,https://www.airbnb.com/rooms/15271035?location=Austin%2C%20TX
$45 ,1,McKinney,16-Sep,"My place is close to parks , nightlife restaurants . You’ll love my place because of the neighborhood and the coziness. My place is good for couples, solo adventurers, and business travelers.",33.15732832,-96.70865246,"Nice, Cozy Home Away from Home",https://www.airbnb.com/rooms/14913926?location=Anna%2C%20TX
$136 ,1,Bandera,15-Jul,"If you are looking for a great location in downtown Bandera, this is it. This quaint guesthouse is located two blocks from Main Street and one block from The 11th Street Cowboy Bar. Rate includes 9% Local Occupancy tax.",29.722388,-99.07181852,Bungalow in Bandera Suite B,https://www.airbnb.com/rooms/8749953?location=Bandera%2C%20TX
$55 ,1,Houston,15-May,"Nestled in the heart of Houston! 5.8 miles to NRG, 13.3 miles to Downtown, 7.4 miles to the Galleria area, 10.6 miles to the Museum District. My home is a cozy place for you to rest after an adventurous day in Houston.\n\nMy home is open to world travelers, weekend wanders, and stay-cation escapees. I have a host of suggestions and travelers advice if you need any just let me know!",29.67438932,-95.49536038,Great Houston APT Nestled in the Heart of Houston!,https://www.airbnb.com/rooms/6689127?location=Bellaire%2C%20TX
$250 ,4,Canyon,16-Jun,"White Fence Manor was totally remodeled down to the wood studs in 2016. Improvements included all new electrical, plumbing, bathrooms, kitchen, etc. The manor features, one king bed, one queen bed, four twin beds and a bunk bed. There are three full bathrooms (two tubs, three showers). There is internet and Direct tv for satellite tv. The home is decorated with a Shabby Chic Country style. The home offers scenic views of the valley below. Kimbrough (Buffalo Stadium) is less than a mile away.",35.02061454,-101.9001074,White Fence Manor - in a class of its own.,https://www.airbnb.com/rooms/19227764?location=Castro%20County%2C%20TX
$160 ,3,Temple,16-Jan,"My place is close to restaurants and dining, family-friendly activities, and great views. You’ll love my place because of the ambiance, the outdoors space, the neighborhood, the light, and the comfy bed. My place is good for couples, solo adventurers, business travelers, families (with kids), and big groups. It will sleep up to 9 people. 3 Bedrooms plus a full size futon and a twin roll away bed. Located about 20 minutes from Belton Lake and About 7 minutes from Scott &amp; White Hospital.",31.08315027,-97.4021393,Creekside and Shady Home in Temple,https://www.airbnb.com/rooms/13716244?location=Bell%20County%2C%20TX
$187 ,3,Austin,16-Aug,Large two story house close to the city. Three bedrooms and a couch that pulls out to a queen bed plus two more full couches as well as two love seats. Comfortably sleeps up to nine!,30.18835401,-97.81606795,"2,300 Sq ft home only 7 miles from downtown!",https://www.airbnb.com/rooms/14848100?location=Buda%2C%20TX
$99 ,2,Little Elm,17-Jun,"6100 square foot executive home with 4555 of interior living space with exquisite finish out throughout the home. Private suite with living quarters, bedroom, and private bath plus additional guest room with private bath. Walking distance to Lake Lewisville.",33.15256985,-96.96912275,Lake Lewisville executive home on over an acre!,https://www.airbnb.com/rooms/19096528?location=Celina%2C%20TX
"$1,000 ",3,Richmond,16-Dec,"My place is close to family-friendly activities, restaurants and dining that are out in my rural area, along with retail and grocery stores. Area is 25.2 miles from the NRG stadium...driver or Uber friendly. You’ll love my place because of the area, the neighbors are quiet, the ambiance sets you up to wind down from your activities. The outdoors space has a quaint with a small patio attached. My place is good for couples, business travelers, and families (with kids). Space is 1550 sq. ft.",29.68569362,-95.72351852,"Quiet, Quaint Home - 3 bdr with 2 bths",https://www.airbnb.com/rooms/16811835?location=Beasley%2C%20TX
$160 ,3,League City,16-Aug,"1600 sq ft house in League City, TX, a great location in the southern suburbs of Houston.\n\nAmenities: Pool Table, Ping Pong Table, Trampoline\n\nLocation:\n29 miles to downtown Houston.\n3 miles to Kemah Boardwalk (great local attraction)\n24 miles to Galveston Island (beach, fishing, etc)",29.50904258,-95.03171378,"League City, TX Rental 3 bedroom, 2 baths.",https://www.airbnb.com/rooms/16603529?location=Bacliff%2C%20TX
$175 ,1,Galveston,16-Jul,"Welcome to Little Winnie! This house is downtown, near the historic Strand district and its wonderful restaurants, cafes, galleries, and bars. The beach is never far. You’ll love the spacious yard, the convenient, quiet neighborhood, the cute kitchen, and the relaxing, eclectic atmosphere of this artist's home. A warm piano and guitars invite you to play. Books and games are here to entertain you, if needed. Be forewarned that this house is happily without a TV! Enjoy the stereo or the quiet.",29.30142486,-94.79507861,Little Winnie (Downtown),https://www.airbnb.com/rooms/13880616?location=Bayou%20Vista%2C%20TX
$633 ,4,Rockport,15-Nov,"You won't be disappointed with this 4 bedroom, 3 full bath gorgeous waterfront home. Not only is it the classiest in the area it is also exceptionally clean. Premier fishing, beautiful coastal decor, comfortable beds and a fully stocked kitchen. We offer use of our private pool next door to this home for an additional fee of $200 plus tax/day.",28.07069945,-97.10866929,"Coastal Class Waterfront w/private pool, fishing",https://www.airbnb.com/rooms/9769458?location=Bayside%2C%20TX
$600 ,2,Houston,16-Nov,"Blocks from the Metro, Minutes from Super Bowl LI activities.",29.74678384,-95.33610475,New Modern Home East of Downtown,https://www.airbnb.com/rooms/15983387?location=Atascocita%2C%20TX
$250 ,1,Corpus Christi,14-Apr,"My cozy,well kept, comfortable beach Condo # 1316 can sleep up to 6 persons (4 adults Max). It has1 bedroom, 1 bath, along with two bunkbeds (suitable for children ) and a comfortable sofa sleleper. It is designed for maximum comfort! \n\nThis is an awesome place to retreat and it offers all of the luxuries that you would wish for while on vacation. Newly updated in March 2016, it has new bath towels, rugs, memory foam toppers on beds makes for excellent sleeping after a full day in the sun! Fully stocked kitchen with a full size refrigerator and a stove with an oven. A kitchen that includes all of the cooking tools you require for a home cooked meal while on the road. The living room has comfortable furniture for relaxing. Your Condo has two wall mounted Flat Screened TV's, one in the bedroom and one in the living room. Last, but certainly not least is an excellent balcony with Stunning views!! It has bar height Chairs so you may sit and relax while overlooking the ocean and beach. The Condo community has two full sized swimming pools, and one kiddie pool. One of the pools is heated during the cooler winter months. There are 3 covered BBQ areas, and plenty of parking. \n\nCorpus Christi boasts of World Class Kite Surfing, World Class Fishing, and excellent shopping, bars, and restaurants. Villa del Sol Condominiums are located on the North Beach and with a short walk on the beach you will find quality restaurants, bars, and shopping. You and your travel companions will marvel at the beauty and splendor of the Texas Gulf Coast. Come relax on the Beach, enjoy the Sun, and Ocean, but enjoy your stay in a true HOME away from home in this cozy, charming condo located right on the beach!",27.82631852,-97.38456603,Cozy Corpus Beach Condo #1316,https://www.airbnb.com/rooms/13029704?location=Aransas%20Pass%2C%20TX
